TUCASEID,TUACTIVITY_N,WUFNACTWT,WUFNACTWTC,WUHAPORD,WUHAPPY,WUINTERACT,WUMEANING,WUPAIN,WUPNORD,WUSAD,WUSADORD,WUSTRESS,WUSTRORD,WUTIRED,WUTRDORD
20130908131754,23,3781238.618780,3781238.618780,1,5,2,5,5,4,2,2,3,5,4,3
20130908131755,1,5074186.956020,5074186.956020,2,3,2,4,0,5,0,3,1,1,0,4
20130908131755,6,48204730.160836,48204730.160836,2,3,1,4,0,5,0,3,3,1,2,4
20130908131755,10,2537093.478010,2537093.478010,2,6,2,6,0,5,0,3,0,1,6,4
20130908131759,7,2648211.995913,2648211.995913,3,4,1,3,0,2,0,1,2,5,3,4
20130908131759,12,2648211.995913,2648211.995913,3,6,1,6,0,2,0,1,0,5,6,4
20130908131759,14,5737780.946848,5737780.946848,3,3,2,5,0,2,0,1,2,5,6,4
20130908131760,2,5079755.885257,5079755.885257,1,5,1,4,3,4,1,5,0,3,1,2
20130908131760,3,15239245.177880,15239245.177880,1,5,2,5,2,4,0,5,0,3,2,2
20130908131760,18,15239245.177880,15239245.177880,1,4,1,4,2,4,0,5,0,3,2,2
20130908131773,2,2156133.713121,2156133.713121,2,6,1,5,0,3,0,4,2,1,5,5
20130908131773,7,7546460.233848,7546460.233848,2,6,1,6,0,3,0,4,3,1,1,5
20130908131773,9,718713.825065,718713.825065,2,6,1,6,0,3,0,4,1,1,3,5
20130908131774,9,2215857.089567,2215857.089567,1,6,2,6,0,4,0,2,0,5,0,3
20130908131774,14,6647581.240067,6647581.240067,1,6,1,6,0,4,0,2,0,5,0,3
20130908131774,21,3323785.634350,3323785.634350,1,6,1,6,0,4,0,2,0,5,3,3
20130908131778,3,7327574.915295,7327574.915295,1,4,1,2,0,3,2,5,0,2,2,4
20130908131778,9,4274418.700589,4274418.700589,1,5,1,4,0,3,2,5,0,2,2,4
20130908131778,10,610631.242941,610631.242941,1,5,1,4,0,3,0,5,0,2,3,4
20130908131784,5,133315.534722,133315.534722,3,6,2,6,0,4,0,1,0,2,0,5
20130908131784,7,133315.534722,133315.534722,3,6,2,6,0,4,0,1,0,2,0,5
20130908131784,14,799898.327679,799898.327679,3,6,2,6,0,4,0,1,0,2,0,5
20130908131801,4,3094080.303302,3094080.303302,5,6,1,5,0,2,0,1,0,4,4,3
20130908131801,6,131264.007765,131264.007765,5,5,1,5,0,2,0,1,0,4,6,3
20130908131801,8,1678303.738433,1678303.738433,5,5,2,6,0,2,0,1,0,4,5,3
20130908131803,3,29200375.138028,29200375.138028,4,4,1,6,5,3,0,5,3,1,4,2
20130908131803,4,14600177.105548,14600177.105548,4,5,1,6,5,3,0,5,0,1,6,2
20130908131803,8,14600177.105548,14600177.105548,4,5,1,6,6,3,0,5,1,1,6,2
20130908131804,15,2669124.832274,2669124.832274,5,3,2,5,0,2,0,1,4,3,4,4
20130908131804,27,1334562.416137,1334562.416137,5,4,1,6,0,2,0,1,4,3,5,4
20130908131804,43,8007401.401696,8007401.401696,5,4,1,6,5,2,6,1,5,3,5,4
20130908131805,4,2942850.908908,2942850.908908,2,2,2,1,0,1,3,5,0,4,0,3
20130908131805,6,1103569.090841,1103569.090841,2,6,1,5,0,1,0,5,3,4,0,3
20130908131805,7,1655354.416116,1655354.416116,2,5,1,4,0,1,0,5,0,4,0,3
20130908131806,3,3509228.977657,3509228.977657,4,6,2,6,2,3,0,1,0,5,2,2
20130908131806,9,5848707.554401,5848707.554401,4,6,2,6,0,3,0,1,0,5,0,2
20130908131806,21,1169750.400912,1169750.400912,4,4,2,0,0,3,0,1,4,5,4,2
20130908131807,3,949570.972008,949570.972008,4,0,1,6,0,1,1,2,4,3,0,5
20130908131807,6,8546114.818959,8546114.818959,4,3,2,6,0,1,0,2,3,3,3,5
20130908131807,16,5697409.879306,5697409.879306,4,0,2,6,3,1,0,2,0,3,0,5
20130908131816,8,26169699.249184,26169699.249184,1,5,1,5,0,2,0,5,0,3,1,4
20130908131816,10,11630956.120641,11630956.120641,1,5,1,6,0,2,0,5,0,3,1,4
20130908131816,11,2907739.030160,2907739.030160,1,5,1,5,0,2,0,5,0,3,1,4
20130908131817,8,28078048.495087,28078048.495087,3,4,1,4,-2,1,0,5,2,2,5,4
20130908131817,10,3828829.467690,3828829.467690,3,4,1,6,-2,1,0,5,4,2,4,4
20130908131817,11,22972942.538167,22972942.538167,3,2,1,6,1,1,1,5,6,2,6,4
20130908131821,1,3086289.786588,3086289.786588,1,6,1,3,0,3,0,4,0,5,4,2
20130908131821,4,9001676.870331,9001676.870331,1,6,1,3,0,3,0,4,0,5,0,2
20130908131821,6,4629433.766854,4629433.766854,1,6,1,6,0,3,0,4,0,5,0,2
20130908131829,6,5660184.109422,5660184.109422,1,6,2,6,6,5,6,4,6,2,6,3
20130908131829,14,2122567.174942,2122567.174942,1,6,1,6,6,5,6,4,5,2,6,3
20130908131829,19,4245134.349884,4245134.349884,1,6,2,6,6,5,6,4,6,2,6,3
20130908131830,8,204774.507683,204774.507683,5,3,2,0,2,2,0,1,0,3,3,4
20130908131830,9,614323.523050,614323.523050,5,3,2,0,2,2,0,1,0,3,3,4
20130908131830,10,14252285.208185,14252285.208185,5,3,1,1,2,2,0,1,0,3,3,4
20130908131838,11,1614832.382517,1614832.382517,2,2,2,3,3,5,5,3,4,1,4,4
20130908131838,12,14533524.126932,14533524.126932,2,2,2,3,3,5,4,3,4,1,4,4
20130908131838,19,2422248.573775,2422248.573775,2,4,1,6,3,5,2,3,4,1,6,4
20130908131847,2,6953205.202173,6953205.202173,3,6,2,6,3,5,0,1,1,2,3,4
20130908131847,4,579428.754748,579428.754748,3,6,2,6,3,5,0,1,1,2,2,4
20130908131847,11,6953205.202173,6953205.202173,3,6,1,6,0,5,0,1,0,2,0,4
20130908131848,3,1140954.874977,1140954.874977,5,5,2,6,0,4,0,3,0,2,0,1
20130908131848,5,1140954.874977,1140954.874977,5,5,2,6,0,4,0,3,0,2,0,1
20130908131848,7,13691472.875773,13691472.875773,5,3,2,5,0,4,4,3,4,2,0,1
20130908131850,9,4270629.941296,4270629.941296,4,6,1,6,0,5,0,1,0,3,0,2
20130908131850,12,5124765.304454,5124765.304454,4,6,1,6,0,5,0,1,0,3,0,2
20130908131850,19,1024957.748341,1024957.748341,4,6,1,6,0,5,0,1,0,3,0,2
20130908131856,6,1648081.963660,1648081.963660,2,3,1,6,2,1,0,4,0,5,3,3
20130908131856,7,1098720.182918,1098720.182918,2,1,1,6,2,1,1,4,2,5,2,3
20130908131856,12,10987211.964879,10987211.964879,2,2,1,3,2,1,2,4,2,5,5,3
20130908131857,11,17952241.768892,17952241.768892,5,4,2,4,4,3,0,1,3,4,4,2
20130908131857,12,29920420.401729,29920420.401729,5,4,1,6,5,3,0,1,3,4,3,2
20130908131857,20,5984080.589631,5984080.589631,5,5,2,4,5,3,4,1,4,4,6,2
20130908131859,7,1452003.356720,1452003.356720,1,4,1,6,2,3,1,4,3,5,2,2
20130908131859,9,290402.220920,290402.220920,1,5,1,1,4,3,1,4,3,5,4,2
20130908131859,12,1452003.356720,1452003.356720,1,4,1,4,4,3,1,4,3,5,4,2
20130908131861,5,2212899.298755,2212899.298755,5,4,1,2,0,4,0,3,0,1,0,2
20130908131861,6,17703173.810100,17703173.810100,5,4,1,4,0,4,0,3,0,1,0,2
20130908131861,12,24341871.706365,24341871.706365,5,5,1,4,0,4,0,3,0,1,3,2
20130908131865,3,94405539.433116,94405539.433116,4,3,2,2,0,2,2,1,5,5,1,3
20130908131865,4,9440564.894354,9440564.894354,4,5,2,2,0,2,0,1,3,5,0,3
20130908131865,10,151048874.044028,151048874.044028,4,5,1,6,0,2,0,1,3,5,2,3
20130908131871,1,113805517.272425,113805517.272425,5,4,1,4,0,2,0,4,3,1,5,3
20130908131871,4,7112860.122141,7112860.122141,5,4,2,4,0,2,0,4,1,1,3,3
20130908131871,7,26080432.740777,26080432.740777,5,4,1,3,0,2,0,4,0,1,4,3
20130908131876,7,2932095.128197,2932095.128197,3,4,2,5,0,1,0,2,2,4,3,5
20130908131876,12,5864199.736846,5864199.736846,3,5,2,3,0,1,0,2,2,4,2,5
20130908131876,14,2932095.128197,2932095.128197,3,4,2,4,0,1,0,2,2,4,2,5
20130908131878,3,86545.185095,86545.185095,2,6,2,6,0,5,0,1,0,3,0,4
20130908131878,4,519267.977653,519267.977653,2,6,2,6,0,5,0,1,0,3,0,4
20130908131887,6,8351081.160802,8351081.160802,1,5,1,6,1,4,0,2,0,3,0,5
20130908131887,7,596505.114947,596505.114947,1,5,2,5,2,4,0,2,0,3,4,5
20130908131887,8,894759.036927,894759.036927,1,5,1,6,2,4,0,2,0,3,5,5
20130908131892,2,2202337.632623,2202337.632623,4,3,1,1,4,5,3,2,2,3,3,1
20130908131892,4,2202337.632623,2202337.632623,4,2,1,2,4,5,3,2,2,3,4,1
20130908131892,6,367056.602455,367056.602455,4,2,1,2,4,5,4,2,2,3,6,1
20130908131898,7,2333599.706886,2333599.706886,5,1,1,6,0,4,0,1,0,2,0,3
20130908131898,9,1166801.545303,1166801.545303,5,1,2,6,0,4,0,1,0,2,0,3
20130908131898,11,7000802.504379,7000802.504379,5,6,1,6,0,4,0,1,0,2,0,3
20130908131904,7,5539944.559051,5539944.559051,4,6,1,6,2,5,0,3,0,2,0,1
20130908131904,10,369329.157142,369329.157142,4,6,1,6,2,5,0,3,0,2,0,1
20130908131904,13,3323966.015238,3323966.015238,4,6,1,6,2,5,0,3,0,2,4,1
20130908131909,8,1374550.597743,1374550.597743,2,4,1,0,0,5,0,4,4,1,6,3
20130908131909,10,32988999.642445,32988999.642445,2,2,2,4,0,5,0,4,5,1,4,3
20130908131909,17,8247245.030989,8247245.030989,2,5,2,4,0,5,0,4,0,1,4,3
20130908131910,5,4961343.968978,4961343.968978,3,6,1,6,0,4,0,5,0,1,0,2
20130908131910,6,119072116.834131,119072116.834131,3,6,2,6,0,4,0,5,0,1,0,2
20130908131910,8,79381411.222754,79381411.222754,3,6,1,6,1,4,0,5,0,1,1,2
20130908131911,5,8094030.662547,8094030.662547,1,5,2,6,2,4,2,2,2,3,3,5
20130908131911,19,8094030.662547,8094030.662547,1,6,1,4,0,4,2,2,0,3,3,5
20130908131911,23,24282132.053134,24282132.053134,1,2,2,6,0,4,0,2,0,3,3,5
20130908131913,9,4116933.900477,4116933.900477,2,3,2,4,0,5,3,1,2,3,2,4
20130908131913,11,8233867.800954,8233867.800954,2,5,1,4,0,5,3,1,2,3,4,4
20130908131913,13,24701625.840180,24701625.840180,2,2,2,2,0,5,2,1,3,3,4,4
20130908131914,7,3031092.716015,3031092.716015,2,4,1,3,0,4,0,1,4,3,2,5
20130908131914,11,5557000.064373,5557000.064373,2,5,1,5,0,4,0,1,3,3,1,5
20130908131914,13,6062185.432030,6062185.432030,2,6,1,5,0,4,0,1,2,3,0,5
20130908131917,5,276633.393504,276633.393504,4,-2,2,-2,0,3,0,1,0,5,0,2
20130908131917,9,3319604.843887,3319604.843887,4,6,2,6,0,3,0,1,0,5,0,2
20130908131917,11,3319604.843887,3319604.843887,4,6,1,6,0,3,0,1,0,5,0,2
20130908131918,8,31327632.094364,31327632.094364,2,4,1,5,1,5,0,1,2,3,6,4
20130908131918,13,12531029.655317,12531029.655317,2,6,1,6,0,5,0,1,0,3,1,4
20130908131918,16,46991419.163510,46991419.163510,2,6,1,6,2,5,2,1,2,3,5,4
20130908131921,5,358774.519152,358774.519152,3,5,2,4,0,2,0,4,4,1,6,5
20130908131921,10,5740407.626144,5740407.626144,3,3,2,5,0,2,3,4,5,1,5,5
20130908131921,13,717551.226834,717551.226834,3,4,1,4,0,2,0,4,6,1,5,5
20130908131925,8,6214753.776542,6214753.776542,3,3,2,0,0,1,0,5,0,4,0,2
20130908131925,11,1553687.207659,1553687.207659,3,3,1,3,0,1,0,5,0,4,2,2
20130908131925,12,1553687.207659,1553687.207659,3,3,1,3,0,1,0,5,0,4,2,2
20130908131929,8,2275791.721688,2275791.721688,1,6,1,6,0,5,0,3,0,4,0,2
20130908131929,15,2275791.721688,2275791.721688,1,6,1,6,0,5,0,3,0,4,1,2
20130908131929,21,3034393.321654,3034393.321654,1,5,1,6,0,5,0,3,0,4,1,2
20130908131931,16,390701.993411,390701.993411,2,3,2,2,0,3,0,1,0,5,0,4
20130908131931,21,4688460.256521,4688460.256521,2,3,1,5,0,3,0,1,0,5,2,4
20130908131931,23,3516347.009170,3516347.009170,2,3,1,4,0,3,0,1,0,5,2,4
20130908131934,13,1897422.900647,1897422.900647,5,3,2,4,0,1,0,2,0,3,3,4
20130908131934,22,948711.450324,948711.450324,5,6,2,3,0,1,0,2,0,3,0,4
20130908131934,24,948711.450324,948711.450324,5,3,1,5,0,1,0,2,3,3,3,4
20130908131941,4,15870410.918370,15870410.918370,1,4,2,6,0,3,0,2,0,4,2,5
20130908131941,10,5290153.777812,5290153.777812,1,5,2,1,0,3,0,2,0,4,0,5
20130908131941,15,52901436.947987,52901436.947987,1,0,1,6,0,3,2,2,5,4,3,5
20130908131943,5,1921720.316838,1921720.316838,1,6,2,6,0,5,0,4,0,2,0,3
20130908131943,9,1921720.316838,1921720.316838,1,6,2,6,0,5,0,4,0,2,0,3
20130908131943,21,17295464.979563,17295464.979563,1,3,1,4,0,5,0,4,2,2,6,3
20130908131953,3,4283583.970608,4283583.970608,3,6,1,6,0,2,0,4,4,5,3,1
20130908131953,9,9166865.417803,9166865.417803,3,3,1,3,0,2,0,4,5,5,3,1
20130908131953,13,2570146.912663,2570146.912663,3,4,1,4,0,2,1,4,4,5,2,1
20130908131956,4,2249152.717276,2249152.717276,3,2,1,6,0,2,0,5,1,4,0,1
20130908131956,9,2249152.717276,2249152.717276,3,2,1,5,0,2,0,5,0,4,0,1
20130908131956,14,39585077.352012,39585077.352012,3,3,2,4,0,2,0,5,0,4,3,1
20130908131958,2,8228628.399757,8228628.399757,1,5,2,6,4,5,0,4,0,2,3,3
20130908131958,3,2244171.177736,2244171.177736,1,5,2,6,0,5,0,4,0,2,0,3
20130908131958,5,2992227.488925,2992227.488925,1,5,2,6,0,5,0,4,0,2,0,3
20130908131960,6,1594154.557505,1594154.557505,4,4,2,5,0,3,0,2,4,1,0,5
20130908131960,10,2656926.116452,2656926.116452,4,3,2,4,0,3,0,2,2,1,0,5
20130908131960,14,4073953.007771,4073953.007771,4,3,2,4,2,3,0,2,0,1,4,5
20130908131961,3,1155206.963228,1155206.963228,2,3,2,3,5,4,2,5,2,1,5,3
20130908131961,16,1155206.963228,1155206.963228,2,3,1,4,4,4,2,5,2,1,2,3
20130908131961,19,2310413.926456,2310413.926456,2,3,2,4,4,4,2,5,1,1,3,3
20130908131962,3,21516725.580309,21516725.580309,2,4,1,6,0,5,0,3,0,1,1,4
20130908131962,5,1898539.066000,1898539.066000,2,6,1,5,0,5,0,3,0,1,2,4
20130908131962,9,26579481.994111,26579481.994111,2,5,2,6,0,5,0,3,0,1,0,4
20130908131967,7,2311199.419565,2311199.419565,1,0,1,6,0,3,0,4,0,2,0,5
20130908131967,8,2311199.419565,2311199.419565,1,0,1,6,0,3,0,4,0,2,0,5
20130908131967,16,2311199.419565,2311199.419565,1,5,2,6,0,3,0,4,0,2,0,5
20130908131968,6,36469611.537557,36469611.537557,3,4,1,3,0,2,0,4,1,5,2,1
20130908131968,12,6078260.282622,6078260.282622,3,3,1,2,0,2,2,4,3,5,4,1
20130908131968,14,36469611.537557,36469611.537557,3,2,1,0,0,2,1,4,3,5,5,1
20130908131978,3,2090838.416534,2090838.416534,5,4,2,6,1,4,1,1,2,3,3,2
20130908131978,13,4181676.833067,4181676.833067,5,3,2,6,1,4,0,1,2,3,3,2
20130908131978,16,4181676.833067,4181676.833067,5,4,1,5,2,4,0,1,2,3,4,2
20130908131984,6,69765107.274581,69765107.274581,2,5,1,4,0,1,0,4,1,3,2,5
20130908131984,8,51047629.873909,51047629.873909,2,5,1,4,0,1,0,4,0,3,2,5
20130908131984,12,6806337.536282,6806337.536282,2,4,2,1,0,1,0,4,0,3,3,5
20130908131989,7,1266105.543339,1266105.543339,5,5,1,5,2,2,1,3,1,4,3,1
20130908131989,9,2532211.086679,2532211.086679,5,1,2,1,1,2,1,3,1,4,1,1
20130908131989,12,2532211.086679,2532211.086679,5,1,2,1,1,2,1,3,1,4,4,1
20130908131993,3,2079722.396666,2079722.396666,3,3,2,5,0,5,0,2,2,1,3,4
20130908131993,9,2079722.396666,2079722.396666,3,4,1,5,0,5,2,2,4,1,5,4
20130908131993,10,16637797.890850,16637797.890850,3,3,2,5,0,5,2,2,4,1,5,4
20130908132002,5,63937761.975627,63937761.975627,3,5,1,4,0,4,0,2,0,5,1,1
20130908132002,6,7522093.692846,7522093.692846,3,5,2,3,0,4,0,2,0,5,0,1
20130908132002,13,5014721.481106,5014721.481106,3,5,1,5,0,4,0,2,0,5,0,1
20130908132004,7,4742086.876609,4742086.876609,1,4,2,6,5,5,2,4,5,3,0,2
20130908132004,9,11855203.439488,11855203.439488,1,5,2,5,5,5,1,4,1,3,1,2
20130908132004,11,4742086.876609,4742086.876609,1,6,2,6,0,5,1,4,3,3,1,2
20130908132005,2,5238141.206214,5238141.206214,2,4,1,4,4,1,4,3,6,5,6,4
20130908132005,6,7857207.880717,7857207.880717,2,4,2,4,4,1,4,3,6,5,4,4
20130908132005,8,2619066.674503,2619066.674503,2,4,2,4,4,1,4,3,6,5,6,4
20130908132007,2,2176896.485148,2176896.485148,5,5,2,4,0,3,0,2,1,4,0,1
20130908132007,6,4353780.562015,4353780.562015,5,3,2,3,0,3,0,2,0,4,0,1
20130908132007,17,1451260.187338,1451260.187338,5,5,1,5,0,3,0,2,0,4,0,1
20130908132008,18,6509938.629065,6509938.629065,3,6,2,5,1,4,1,5,0,1,1,2
20130908132008,21,2639160.221947,2639160.221947,3,5,1,4,2,4,1,5,2,1,2,2
20130908132008,25,2639160.221947,2639160.221947,3,5,1,5,1,4,3,5,2,1,4,2
20130908132010,4,8283145.397910,8283145.397910,2,6,1,5,2,4,0,1,0,3,0,5
20130908132010,8,12424720.995967,12424720.995967,2,5,1,5,2,4,0,1,0,3,0,5
20130908132010,10,345132.266205,345132.266205,2,5,2,4,2,4,0,1,0,3,0,5
20130908132011,5,670245.555736,670245.555736,1,4,1,6,0,2,0,4,0,5,2,3
20130908132011,8,6032223.674664,6032223.674664,1,4,1,6,0,2,0,4,0,5,3,3
20130908132011,11,1340494.529732,1340494.529732,1,5,2,6,0,2,0,4,0,5,5,3
20130908132023,2,11714626.168236,11714626.168236,4,3,2,2,4,5,3,3,5,2,6,1
20130908132023,5,23429272.056106,23429272.056106,4,4,1,5,5,5,3,3,6,2,4,1
20130908132023,19,2928661.471968,2928661.471968,4,3,2,2,5,5,2,3,3,2,6,1
20130908132025,3,4538752.198594,4538752.198594,5,6,1,6,0,1,0,4,0,3,0,2
20130908132025,4,378229.003173,378229.003173,5,6,1,6,0,1,0,4,0,3,0,2
20130908132025,5,1134687.841622,1134687.841622,5,6,1,6,0,1,0,4,0,3,0,2
20130908132027,10,5061518.512895,5061518.512895,3,5,1,2,0,1,0,2,0,4,1,5
20130908132027,16,30369059.146252,30369059.146252,3,2,1,4,0,1,0,2,3,4,1,5
20130908132027,17,12653796.282238,12653796.282238,3,5,2,4,0,1,0,2,0,4,1,5
20130908132030,4,4675576.559135,4675576.559135,2,0,2,5,0,1,0,5,0,4,3,3
20130908132030,9,6234107.343201,6234107.343201,2,4,2,4,0,1,0,5,2,4,6,3
20130908132030,12,6234107.343201,6234107.343201,2,4,1,5,0,1,0,5,0,4,6,3
20130908132032,12,20852474.200529,20852474.200529,1,4,1,5,0,4,6,2,6,5,4,3
20130908132032,15,7149417.712143,7149417.712143,1,3,2,5,0,4,3,2,6,5,4,3
20130908132032,16,14298835.424285,14298835.424285,1,3,2,4,0,4,5,2,3,5,2,3
20130908132035,2,1380551.938163,1380551.938163,5,4,2,6,4,3,2,2,3,1,4,4
20130908132035,7,1840734.076815,1840734.076815,5,2,2,6,4,3,2,2,2,1,4,4
20130908132037,3,345522.548669,345522.548669,5,0,2,0,4,2,0,4,0,1,4,3
20130908132037,7,1036569.933371,1036569.933371,5,2,1,0,5,2,0,4,2,1,5,3
20130908132037,10,15099374.490769,15099374.490769,5,2,1,0,5,2,2,4,0,1,4,3
20130908132038,4,253591.951278,253591.951278,3,6,2,0,3,4,0,2,0,5,0,1
20130908132038,5,1267948.598457,1267948.598457,3,6,2,6,3,4,0,2,0,5,0,1
20130908132038,12,3803840.216404,3803840.216404,3,6,2,0,2,4,0,2,0,5,0,1
20130908132041,2,2636124.129210,2636124.129210,4,2,2,6,3,5,0,1,0,2,1,3
20130908132041,5,1318062.064605,1318062.064605,4,3,1,6,3,5,0,1,0,2,2,3
20130908132041,12,1977093.096908,1977093.096908,4,3,1,1,3,5,0,1,0,2,2,3
20130908132045,3,4113752.385359,4113752.385359,2,6,1,6,0,4,0,1,1,3,0,5
20130908132045,13,685626.174602,685626.174602,2,6,1,1,0,4,0,1,0,3,0,5
20130908132045,16,2056873.861553,2056873.861553,2,6,1,5,0,4,0,1,0,3,0,5
20130908132047,5,14015409.094920,14015409.094920,1,6,1,6,0,3,0,2,0,4,0,5
20130908132047,7,3114545.320940,3114545.320940,1,6,2,4,0,3,0,2,0,4,2,5
20130908132047,10,6229060.742340,6229060.742340,1,6,2,2,0,3,0,2,0,4,2,5
20130908132058,2,3129995.170453,3129995.170453,3,4,1,3,0,1,0,2,0,4,4,5
20130908132058,16,3129995.170453,3129995.170453,3,5,1,3,0,1,0,2,0,4,4,5
20130908132058,17,18779985.811958,18779985.811958,3,3,1,3,0,1,3,2,0,4,4,5
20130908132060,3,2186151.303163,2186151.303163,4,2,2,6,0,5,0,2,5,3,4,1
20130908132060,4,35707108.560096,35707108.560096,4,3,1,6,0,5,5,2,5,3,5,1
20130908132063,4,632513.707121,632513.707121,1,6,1,6,1,5,0,3,0,4,0,2
20130908132063,6,948775.975018,948775.975018,1,6,2,6,1,5,0,3,0,4,0,2
20130908132063,10,5692645.021433,5692645.021433,1,5,1,6,3,5,0,3,0,4,5,2
20130908132064,22,3319451.657903,3319451.657903,1,5,1,3,0,5,0,3,0,2,0,4
20130908132064,23,276621.402560,276621.402560,1,4,2,3,0,5,0,3,0,2,0,4
20130908132064,26,1659728.415358,1659728.415358,1,4,2,3,0,5,0,3,0,2,2,4
20130908132065,2,2745038.373105,2745038.373105,4,6,2,5,0,2,0,1,3,5,0,3
20130908132065,7,915006.812943,915006.812943,4,6,2,6,0,2,0,1,0,5,0,3
20130908132065,20,2745038.373105,2745038.373105,4,6,2,6,0,2,0,1,0,5,2,3
20130908132066,7,7083065.516693,7083065.516693,1,5,2,4,0,2,0,5,4,4,2,3
20130908132066,11,7083065.516693,7083065.516693,1,4,1,3,0,2,0,5,3,4,2,3
20130908132066,22,42498529.237035,42498529.237035,1,4,1,3,0,2,0,5,3,4,3,3
20130908132069,1,115366668.204078,115366668.204078,1,4,2,4,3,4,2,3,2,2,4,5
20130908132069,9,21631256.957901,21631256.957901,1,3,2,3,3,4,2,3,2,2,3,5
20130908132070,6,4708260.035276,4708260.035276,3,4,2,1,0,4,0,1,0,5,0,2
20130908132070,12,1765596.318508,1765596.318508,3,6,2,0,0,4,0,1,0,5,5,2
20130908132070,17,28484967.956646,28484967.956646,3,4,2,6,0,4,0,1,0,5,4,2
20130908132072,3,5948966.734105,5948966.734105,5,4,1,4,1,2,2,4,2,3,3,1
20130908132072,6,660996.050408,660996.050408,5,4,2,4,1,2,4,4,2,3,2,1
20130908132072,9,7601455.719906,7601455.719906,5,1,2,4,2,2,1,4,2,3,1,1
20130908132074,3,216017.260086,216017.260086,3,3,2,3,0,1,2,4,2,5,3,2
20130908132074,4,5184371.470989,5184371.470989,3,3,1,4,3,1,1,4,2,5,3,2
20130908132074,7,17713275.348989,17713275.348989,3,1,2,-2,0,1,0,4,0,5,1,2
20130908132078,7,1574501.929300,1574501.929300,2,6,1,6,3,4,0,5,5,3,4,1
20130908132078,11,1349571.578448,1349571.578448,2,6,1,4,4,4,0,5,5,3,6,1
20130908132078,12,2699146.665785,2699146.665785,2,2,1,5,4,4,3,5,6,3,6,1
20130908132082,2,4070499.272531,4070499.272531,4,-2,1,3,0,1,0,3,0,2,0,5
20130908132082,6,2713670.161732,2713670.161732,4,-2,1,3,0,1,0,3,0,2,0,5
20130908132082,13,21709337.413590,21709337.413590,4,-2,1,6,0,1,6,3,0,2,2,5
20130908132083,3,2600825.244843,2600825.244843,1,6,2,6,0,4,0,5,2,2,2,3
20130908132083,5,33810760.953386,33810760.953386,1,5,2,6,4,4,3,5,5,2,3,3
20130908132083,8,15604962.392533,15604962.392533,1,6,1,6,0,4,0,5,0,2,0,3
20130908132089,5,5715530.604635,5715530.604635,2,6,2,3,6,5,6,4,5,3,4,1
20130908132089,6,8573287.905213,8573287.905213,2,3,2,4,0,5,5,4,3,3,0,1
20130908132089,10,3810348.401930,3810348.401930,2,3,2,2,6,5,6,4,3,3,5,1
20130908132092,11,34280451.121784,34280451.121784,5,2,1,5,0,2,3,3,4,1,6,4
20130908132092,19,17140225.560892,17140225.560892,5,3,1,2,0,2,4,3,2,1,0,4
20130908132095,3,1063957.522134,1063957.522134,2,4,2,0,1,3,0,4,2,5,2,1
20130908132095,9,1063957.522134,1063957.522134,2,3,1,1,3,3,1,4,3,5,3,1
20130908132095,11,2127920.541392,2127920.541392,2,3,1,0,2,3,1,4,2,5,3,1
20130908132101,8,20319463.811283,20319463.811283,4,3,2,4,0,2,0,1,0,3,3,5
20130908132101,12,40638927.622566,40638927.622566,4,3,2,4,0,2,0,1,0,3,0,5
20130908132101,13,5079869.360565,5079869.360565,4,4,2,4,0,2,0,1,0,3,0,5
20130908132102,4,1395987.517807,1395987.517807,2,2,1,5,0,3,0,4,3,1,4,5
20130908132102,5,6281937.792488,6281937.792488,2,2,2,0,0,3,0,4,3,1,2,5
20130908132102,6,36295651.312408,36295651.312408,2,2,1,3,0,3,0,4,5,1,0,5
20130908132104,9,6065047.782725,6065047.782725,3,3,2,2,0,1,0,4,0,5,1,2
20130908132104,11,4043365.188483,4043365.188483,3,3,2,1,0,1,0,4,0,5,1,2
20130908132104,12,12130117.601819,12130117.601819,3,3,1,3,0,1,0,4,0,5,1,2
20130908132109,2,4618875.028370,4618875.028370,3,-2,2,2,0,1,0,4,0,5,4,2
20130908132109,6,22940417.196400,22940417.196400,3,6,2,0,5,1,0,4,6,5,6,2
20130908132109,8,1154717.923770,1154717.923770,3,0,1,0,6,1,0,4,6,5,6,2
20130908132118,3,2229569.168905,2229569.168905,2,4,1,6,1,1,0,4,6,3,6,5
20130908132118,6,6688707.506714,6688707.506714,2,5,1,6,0,1,0,4,0,3,6,5
20130908132118,19,4459138.337809,4459138.337809,2,5,1,6,5,1,0,4,0,3,6,5
20130908132125,4,10209739.446661,10209739.446661,4,1,2,0,4,1,1,3,1,5,4,2
20130908132125,9,638109.417336,638109.417336,4,1,2,0,4,1,1,3,1,5,4,2
20130908132125,10,1276216.026994,1276216.026994,4,1,1,0,3,1,1,3,0,5,5,2
20130908132127,9,8393852.218279,8393852.218279,5,6,1,6,0,1,0,3,0,2,3,4
20130908132127,18,33575511.838003,33575511.838003,5,6,2,6,0,1,0,3,0,2,5,4
20130908132127,23,16787755.919002,16787755.919002,5,6,2,6,0,1,0,3,0,2,5,4
20130908132132,9,6345105.332256,6345105.332256,3,4,2,4,0,2,0,4,1,1,3,5
20130908132132,10,528754.948594,528754.948594,3,3,2,1,0,2,0,4,2,1,0,5
20130908132132,15,13641973.247911,13641973.247911,3,4,1,4,0,2,0,4,0,1,2,5
20130908132135,2,1479483.945929,1479483.945929,1,6,2,6,0,4,0,5,0,3,0,2
